"","Year","Medal","Time","Record","Event","Name","Athlete.Country","Host.City","Host.Country"
"1",2016,"Gold",9.81,NA,"100 metres","Usain Bolt","Jamaica","Rio de Janeiro","Brazil"
"2",2016,"Gold",19.78,NA,"200 metres","Usain Bolt","Jamaica","Rio de Janeiro","Brazil"
"3",2016,"Gold",43.03,NA,"400 metres","Wayde van","Niekerk South Africa","Rio de Janeiro","Brazil"
"4",2016,"Gold",NA,NA,"800 metres","David Rudisha","Kenya","Rio de Janeiro","Brazil"
"5",2016,"Gold",NA,NA,"1500 metres","Matthew Centrowitz","Jr. United States","Rio de Janeiro","Brazil"
"6",2016,"Gold",NA,NA,"5000 metres","Mo Farah","Great Britain","Rio de Janeiro","Brazil"
"7",2016,"Gold",NA,NA,"10,000 metres","Mo Farah","Great Britain","Rio de Janeiro","Brazil"
"8",2016,"Gold",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"9",2016,"Gold",13.05,NA,"110 metres hurdles","Omar McLeod","Jamaica","Rio de Janeiro","Brazil"
"10",2016,"Gold",47.73,NA,"400 metres hurdles","Kerron Clement","United States","Rio de Janeiro","Brazil"
"11",2016,"Gold",NA,NA,"3000 metres steeplechase","Conseslus Kipruto","Kenya","Rio de Janeiro","Brazil"
"12",2016,"Gold",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"13",2016,"Gold",37.27,NA,"4 × 100 metres relay","Jamaica (JAM)Asafa","PowellYohan BlakeNickel AshmeadeUsain BoltJevaughn Minzie*Kemar Bailey-Cole*","Rio de Janeiro","Brazil"
"14",2016,"Gold",NA,NA,"4 × 400 metres relay","United States","(USA)Arman HallTony McQuayGil RobertsLaShawn MerrittKyle Clemons*David Verburg*","Rio de Janeiro","Brazil"
"15",2016,"Gold",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"16",2016,"Gold",NA,NA,"Marathon","Eliud Kipchoge","Kenya","Rio de Janeiro","Brazil"
"17",2016,"Gold",NA,NA,"20 kilometres walk","Wang Zhen","China","Rio de Janeiro","Brazil"
"18",2016,"Gold",NA,NA,"50 kilometres walk","Matej Tóth","Slovakia","Rio de Janeiro","Brazil"
"19",2016,"Gold",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"20",2016,"Gold",2.38,NA,"High jump","Derek Drouin","Canada","Rio de Janeiro","Brazil"
"21",2016,"Gold",NA,NA,"Pole vault","Thiago Braz","da Silva Brazil","Rio de Janeiro","Brazil"
"22",2016,"Gold",8.38,NA,"Long jump","Jeff Henderson","United States","Rio de Janeiro","Brazil"
"23",2016,"Gold",17.86,NA,"Triple jump","Christian Taylor","United States","Rio de Janeiro","Brazil"
"24",2016,"Gold",22.52,NA,"Shot put","Ryan Crouser","United States","Rio de Janeiro","Brazil"
"25",2016,"Gold",68.37,NA,"Discus throw","Christoph Harting","Germany","Rio de Janeiro","Brazil"
"26",2016,"Gold",78.68,NA,"Hammer throw","Dilshod Nazarov","Tajikistan","Rio de Janeiro","Brazil"
"27",2016,"Gold",90.3,NA,"Javelin throw","Thomas Röhler","Germany","Rio de Janeiro","Brazil"
"28",2016,"Gold",NA,NA,""," NA",NA,"Rio de Janeiro","Brazil"
"29",2016,"Gold",8893,NA,"Decathlon","Ashton Eaton","United States","Rio de Janeiro","Brazil"
"30",2012,"Gold",9.63,"OR)","100 metres","Usain Bolt","Jamaica","London","Great Britain"
"31",2012,"Gold",19.32,NA,"200 metres","Usain Bolt","Jamaica","London","Great Britain"
"32",2012,"Gold",43.94,NA,"400 metres","Kirani James","Grenada","London","Great Britain"
"33",2012,"Gold",NA,"WR)","800 metres","David Rudisha","Kenya","London","Great Britain"
"34",2012,"Gold",NA,NA,"1500 metres","Taoufik Makhloufi","Algeria","London","Great Britain"
"35",2012,"Gold",NA,NA,"5000 metres","Mo Farah","Great Britain","London","Great Britain"
"36",2012,"Gold",NA,NA,"10,000 metres","Mo Farah","Great Britain","London","Great Britain"
"37",2012,"Gold",NA,NA,""," NA",NA,"London","Great Britain"
"38",2012,"Gold",12.92,NA,"110 metres hurdles","Aries Merritt","United States","London","Great Britain"
"39",2012,"Gold",47.63,NA,"400 metres hurdles","Félix Sánchez","Dominican Republic","London","Great Britain"
"40",2012,"Gold",NA,NA,"3000 metres steeplechase","Ezekiel Kemboi","Kenya","London","Great Britain"
"41",2012,"Gold",NA,NA,""," NA",NA,"London","Great Britain"
"42",2012,"Gold",36.84,"WR)","4×100 metres relay [a]","Jamaica (JAM)Nesta","CarterMichael FraterYohan BlakeUsain BoltKemar Bailey-Cole*","London","Great Britain"
"43",2012,"Gold",NA,NA,"4×400 metres relay","Bahamas (BAH)Chris","BrownDemetrius PinderMichael MathieuRamon Miller","London","Great Britain"
"44",2012,"Gold",NA,NA,""," NA",NA,"London","Great Britain"
"45",2012,"Gold",NA,NA,"Marathon","Stephen Kiprotich","Uganda","London","Great Britain"
"46",2012,"Gold",NA,"OR)","20 kilometres walk","Chen Ding","China","London","Great Britain"
"47",2012,"Gold",NA,"OR)","50 kilometres walk [b]","Jared Tallent","Australia","London","Great Britain"
"48",2012,"Gold",NA,NA,""," NA",NA,"London","Great Britain"
"49",2012,"Gold",2.33,NA,"High jump [c]","Erik Kynard","United States","London","Great Britain"
"50",2012,"Gold",5.97,"OR)","Pole vault","Renaud Lavillenie","France","London","Great Britain"
"51",2012,"Gold",8.31,NA,"Long jump","Greg Rutherford","Great Britain","London","Great Britain"
"52",2012,"Gold",17.81,NA,"Triple jump","Christian Taylor","United States","London","Great Britain"
"53",2012,"Gold",21.89,NA,"Shot put","Tomasz Majewski","Poland","London","Great Britain"
"54",2012,"Gold",68.27,NA,"Discus throw","Robert Harting","Germany","London","Great Britain"
"55",2012,"Gold",80.59,NA,"Hammer throw","Krisztián Pars","Hungary","London","Great Britain"
"56",2012,"Gold",84.58,NA,"Javelin throw [d]","Keshorn Walcott","Trinidad and Tobago","London","Great Britain"
"57",2012,"Gold",NA,NA,""," NA",NA,"London","Great Britain"
"58",2012,"Gold",8869,NA,"Decathlon","Ashton Eaton","United States","London","Great Britain"
"59",2008,"Gold",9.69,"WR)","100 metres","Usain Bolt","Jamaica","Beijing","China"
"60",2008,"Gold",19.3,"WR)","200 metres","Usain Bolt","Jamaica","Beijing","China"
"61",2008,"Gold",43.75,NA,"400 metres","LaShawn Merritt","United States","Beijing","China"
"62",2008,"Gold",NA,NA,"800 metres","Wilfred Bungei","Kenya","Beijing","China"
"63",2008,"Gold",NA,NA,"1500 metres [a]","Asbel Kipruto","Kiprop Kenya","Beijing","China"
"64",2008,"Gold",NA,"OR)","5000 metres","Kenenisa Bekele","Ethiopia","Beijing","China"
"65",2008,"Gold",NA,"OR)","10,000 metres","Kenenisa Bekele","Ethiopia","Beijing","China"
"66",2008,"Gold",12.93,NA,"110 metres hurdles","Dayron Robles","Cuba","Beijing","China"
"67",2008,"Gold",47.25,NA,"400 metres hurdles","Angelo Taylor","United States","Beijing","China"
"68",2008,"Gold",NA,NA,"3000 metres steeplechase","Brimin Kiprop","Kipruto Kenya","Beijing","China"
"69",2008,"Gold",38.06,NA,"4×100 metres relay [b]","Trinidad and","TobagoKeston BledmanMarc BurnsEmmanuel CallenderRichard ThompsonAaron Armstrong*","Beijing","China"
"70",2008,"Gold",NA,"OR)","4×400 metres relay [c]","United StatesLaShawn","MerrittAngelo TaylorDavid NevilleJeremy WarinerKerron Clement*Reggie Witherspoon*","Beijing","China"
"71",2008,"Gold",NA,"OR)","Marathon","Samuel Wanjiru","Kenya","Beijing","China"
"72",2008,"Gold",NA,NA,"20 kilometres walk","Valeriy Borchin","Russia","Beijing","China"
"73",2008,"Gold",NA,"OR)","50 kilometres walk","Alex Schwazer","Italy","Beijing","China"
"74",2008,"Gold",NA,NA,"High jump","Andrey Silnov","Russia","Beijing","China"
"75",2008,"Gold",NA,"OR)","Pole vault [d]","Steven Hooker","Australia","Beijing","China"
"76",2008,"Gold",NA,NA,"Long jump","Irving Saladino","Panama","Beijing","China"
"77",2008,"Gold",NA,NA,"Triple jump","Nelson Évora","Portugal","Beijing","China"
"78",2008,"Gold",NA,NA,"Shot put [e]","Tomasz Majewski","Poland","Beijing","China"
"79",2008,"Gold",NA,NA,"Discus throw","Gerd Kanter","Estonia","Beijing","China"
"80",2008,"Gold",NA,NA,"Hammer throw [f]","Primož Kozmus","Slovenia","Beijing","China"
"81",2008,"Gold",NA,"OR)","Javelin throw","Andreas Thorkildsen","Norway","Beijing","China"
"82",2008,"Gold",8791,NA,"Decathlon","Bryan Clay","United States","Beijing","China"
"83",2004,"Gold",9.85,NA,"100 metres","Justin Gatlin","United States","Athens","Greece"
"84",2004,"Gold",19.79,NA,"200 metres","Shawn Crawford","United States","Athens","Greece"
"85",2004,"Gold",44,NA,"400 metres ","Jeremy Wariner","United States","Athens","Greece"
"86",2004,"Gold",NA,NA,"800 metres ","Yuriy Borzakovskiy","Russia","Athens","Greece"
"87",2004,"Gold",NA,NA,"1500 metres ","Hicham El","Guerrouj Morocco","Athens","Greece"
"88",2004,"Gold",NA,NA,"5000 metres ","Hicham El","Guerrouj Morocco","Athens","Greece"
"89",2004,"Gold",NA,"OR)","10,000 metres ","Kenenisa Bekele","Ethiopia","Athens","Greece"
"90",2004,"Gold",NA,NA,""," NA",NA,"Athens","Greece"
"91",2004,"Gold",12.91,"WR)","110 metres hurdles ","Liu Xiang","China","Athens","Greece"
"92",2004,"Gold",47.63,NA,"400 metres hurdles ","Félix Sánchez","Dominican Republic","Athens","Greece"
"93",2004,"Gold",NA,NA,"3000 metres steeplechase ","Ezekiel Kemboi","Kenya","Athens","Greece"
"94",2004,"Gold",NA,NA,""," NA",NA,"Athens","Greece"
"95",2004,"Gold",38.07,NA,"4×100 metres relay ","Great BritainJason","GardenerDarren CampbellMarlon DevonishMark Lewis-Francis","Athens","Greece"
"96",2004,"Gold",NA,NA,"4×400 metres relay ","United StatesOtis","HarrisDerrick BrewJeremy WarinerDarold WilliamsonAndrew Rock*Kelly Willie*","Athens","Greece"
"97",2004,"Gold",NA,NA,""," NA",NA,"Athens","Greece"
"98",2004,"Gold",NA,NA,"Marathon ","Stefano Baldini","Italy","Athens","Greece"
"99",2004,"Gold",NA,NA,"20 kilometres walk ","Ivano Brugnetti","Italy","Athens","Greece"
"100",2004,"Gold",NA,NA,"50 kilometres walk ","Robert Korzeniowski","Poland","Athens","Greece"
"101",2004,"Gold",NA,NA,""," NA",NA,"Athens","Greece"
"102",2004,"Gold",NA,NA,"High jump ","Stefan Holm","Sweden","Athens","Greece"
"103",2004,"Gold",NA,"OR)","Pole vault ","Timothy Mack","United States","Athens","Greece"
"104",2004,"Gold",NA,NA,"Long jump ","Dwight Phillips","United States","Athens","Greece"
"105",2004,"Gold",NA,NA,"Triple jump ","Christian Olsson","Sweden","Athens","Greece"
"106",2004,"Gold",NA,NA,"Shot put  [a]","Adam Nelson","United States","Athens","Greece"
"107",2004,"Gold",NA,"OR)","Discus throw ","Virgilijus Alekna","Lithuania","Athens","Greece"
"108",2004,"Gold",NA,NA,"Hammer throw  [b]","Koji Murofushi","Japan","Athens","Greece"
"109",2004,"Gold",NA,NA,"Javelin throw ","Andreas Thorkildsen","Norway","Athens","Greece"
"110",2004,"Gold",NA,NA,""," NA",NA,"Athens","Greece"
"111",2004,"Gold",8893,"OR)","Decathlon ","Roman Šebrle","Czech Republic","Athens","Greece"
"112",2000,"Gold",9.87,NA,"100 metres","Maurice Greene","United States","Sydney","Australia"
"113",2000,"Gold",20.09,NA,"200 metres","Konstantinos Kenteris","Greece","Sydney","Australia"
"114",2000,"Gold",43.84,NA,"400 metres","Michael Johnson","United States","Sydney","Australia"
"115",2000,"Gold",NA,NA,"800 metres","Nils Schumann","Germany","Sydney","Australia"
"116",2000,"Gold",NA,"OR)","1500 metres","Noah Ngeny","Kenya","Sydney","Australia"
"117",2000,"Gold",NA,NA,"5000 metres","Million Wolde","Ethiopia","Sydney","Australia"
"118",2000,"Gold",NA,NA,"10,000 metres","Haile Gebrselassie","Ethiopia","Sydney","Australia"
"119",2000,"Gold",13,NA,"110 metres hurdles","Anier Garcia","Cuba","Sydney","Australia"
"120",2000,"Gold",47.5,NA,"400 metres hurdles","Angelo Taylor","United States","Sydney","Australia"
"121",2000,"Gold",NA,NA,"3000 metressteeplechase","Reuben Kosgei","Kenya","Sydney","Australia"
"122",2000,"Gold",37.61,NA,"4×100 metres relay","United States","(USA)Jon DrummondBernard WilliamsBrian LewisMaurice GreeneTim Montgomery*Kenneth Brokenburr*","Sydney","Australia"
"123",2000,"Gold",NA,NA,"4×400 metres relay","Nigeria (NGR)Clement","ChukwuJude MonyeSunday BadaEnefiok Udo-ObongNduka Awazie*Fidelis Gadzama*[1]","Sydney","Australia"
"124",2000,"Gold",NA,NA,"Marathon","Gezahegne Abera","Ethiopia","Sydney","Australia"
"125",2000,"Gold",NA,"OR)","20 kilometres walk","Robert Korzeniowski","Poland","Sydney","Australia"
"126",2000,"Gold",NA,NA,"50 kilometres walk","Robert Korzeniowski","Poland","Sydney","Australia"
"127",2000,"Gold",NA,NA,"High jump","Sergey Klyugin","Russia","Sydney","Australia"
"128",2000,"Gold",NA,NA,"Pole vault","Nick Hysong","United States","Sydney","Australia"
"129",2000,"Gold",NA,NA,"Long jump","Iván Pedroso","Cuba","Sydney","Australia"
"130",2000,"Gold",NA,NA,"Triple jump","Jonathan Edwards","Great Britain","Sydney","Australia"
"131",2000,"Gold",NA,NA,"Shot put","Arsi Harju","Finland","Sydney","Australia"
"132",2000,"Gold",NA,NA,"Discus throw","Virgilijus Alekna","Lithuania","Sydney","Australia"
"133",2000,"Gold",NA,NA,"Hammer throw","Szymon Ziółkowski","Poland","Sydney","Australia"
"134",2000,"Gold",NA,"OR)","Javelin throw","Jan Železný","Czech Republic","Sydney","Australia"
"135",2000,"Gold",8642,NA,"Decathlon","Erki Nool","Estonia","Sydney","Australia"
"136",1996,"Gold",9.84,"WR)","100 metres","Donovan Bailey","Canada","Atlanta","USA"
"137",1996,"Gold",19.32,"WR)","200 metres","Michael Johnson","United States","Atlanta","USA"
"138",1996,"Gold",43.49,"OR)","400 metres","Michael Johnson","United States","Atlanta","USA"
"139",1996,"Gold",NA,"OR)","800 metres","Vebjørn Rodal","Norway","Atlanta","USA"
"140",1996,"Gold",NA,NA,"1500 metres","Noureddine Morceli","Algeria","Atlanta","USA"
"141",1996,"Gold",NA,NA,"5000 metres","Vénuste Niyongabo","Burundi","Atlanta","USA"
"142",1996,"Gold",NA,"OR)","10,000 metres","Haile Gebrselassie","Ethiopia","Atlanta","USA"
"143",1996,"Gold",12.95,"OR)","110 metres hurdles","Allen Johnson","United States","Atlanta","USA"
"144",1996,"Gold",47.54,NA,"400 metres hurdles","Derrick Adkins","United States","Atlanta","USA"
"145",1996,"Gold",NA,NA,"3000 metres steeplechase","Joseph Keter","Kenya","Atlanta","USA"
"146",1996,"Gold",37.69,NA,"4×100 metres relay","Canada (CAN)Robert","EsmieGlenroy GilbertBruny SurinDonovan BaileyCarlton Chambers*","Atlanta","USA"
"147",1996,"Gold",NA,NA,"4×400 metres relay","United States","(USA)LaMont SmithAlvin HarrisonDerek MillsAnthuan MaybankJason Rouser*","Atlanta","USA"
"148",1996,"Gold",NA,NA,"Marathon","Josia Thugwane","South Africa","Atlanta","USA"
"149",1996,"Gold",NA,NA,"20 kilometres walk","Jefferson Pérez","Ecuador","Atlanta","USA"
"150",1996,"Gold",NA,NA,"50 kilometres walk","Robert Korzeniowski","Poland","Atlanta","USA"
"151",1996,"Gold",2.39,"OR)","High jump","Charles Austin","United States","Atlanta","USA"
"152",1996,"Gold",5.92,NA,"Pole vault","Jean Galfione","France","Atlanta","USA"
"153",1996,"Gold",8.5,NA,"Long jump","Carl Lewis","United States","Atlanta","USA"
"154",1996,"Gold",18.09,"OR)","Triple jump","Kenny Harrison","United States","Atlanta","USA"
"155",1996,"Gold",21.62,NA,"Shot put","Randy Barnes","United States","Atlanta","USA"
"156",1996,"Gold",69.4,NA,"Discus throw","Lars Riedel","Germany","Atlanta","USA"
"157",1996,"Gold",81.24,NA,"Hammer throw","Balázs Kiss","Hungary","Atlanta","USA"
"158",1996,"Gold",88.16,NA,"Javelin throw","Jan Železný","Czech Republic","Atlanta","USA"
"159",1996,"Gold",8824,NA,"Decathlon","Dan O'Brien","United States","Atlanta","USA"
"160",1992,"Gold",9.96,NA,"100 metres","Linford Christie","Great Britain","Barcelona","Spain"
"161",1992,"Gold",20.01,NA,"200 metres","Michael Marsh","United States","Barcelona","Spain"
"162",1992,"Gold",43.5,"OR)","400 metres","Quincy Watts","United States","Barcelona","Spain"
"163",1992,"Gold",NA,NA,"800 metres","William Tanui","Kenya","Barcelona","Spain"
"164",1992,"Gold",NA,NA,"1500 metres","Fermín Cacho","Spain","Barcelona","Spain"
"165",1992,"Gold",NA,NA,"5000 metres","Dieter Baumann","Germany","Barcelona","Spain"
"166",1992,"Gold",NA,NA,"10,000 metres","Khalid Skah","Morocco","Barcelona","Spain"
"167",1992,"Gold",13.12,NA,"110 metres hurdles","Mark McKoy","Canada","Barcelona","Spain"
"168",1992,"Gold",46.78,"WR)","400 metres hurdles","Kevin Young","United States","Barcelona","Spain"
"169",1992,"Gold",NA,NA,"3000 metres steeplechase","Matthew Birir","Kenya","Barcelona","Spain"
"170",1992,"Gold",37.4,"WR)","4×100 metres relay","United States","(USA)Michael MarshLeroy BurrellDennis MitchellCarl LewisJames Jett*","Barcelona","Spain"
"171",1992,"Gold",NA,"WR)","4×400 metres relay","United States","(USA)Andrew ValmonQuincy WattsMichael JohnsonSteve LewisDarnell Hall*Charles Jenkins*","Barcelona","Spain"
"172",1992,"Gold",NA,NA,"Marathon","Hwang Young-Cho","South Korea","Barcelona","Spain"
"173",1992,"Gold",NA,NA,"20 kilometres walk","Daniel Plaza","Spain","Barcelona","Spain"
"174",1992,"Gold",NA,NA,"50 kilometres walk","Andrey Perlov","Unified Team( Russia)","Barcelona","Spain"
"175",1992,"Gold",NA,NA,"High jump","Javier Sotomayor","Cuba","Barcelona","Spain"
"176",1992,"Gold",NA,NA,"High jump","Javier Sotomayor","Cuba","Barcelona","Spain"
"177",1992,"Gold",NA,NA,"High jump","Javier Sotomayor","Cuba","Barcelona","Spain"
"178",1992,"Gold",NA,NA,"Pole vault","Maksim Tarasov","Unified Team( Russia)","Barcelona","Spain"
"179",1992,"Gold",NA,NA,"Long jump","Carl Lewis","United States","Barcelona","Spain"
"180",1992,"Gold",NA,NA,"Triple jump","Mike Conley","United States","Barcelona","Spain"
"181",1992,"Gold",NA,NA,"Shot put","Mike Stulce","United States","Barcelona","Spain"
"182",1992,"Gold",NA,NA,"Discus throw","Romas Ubartas","Lithuania","Barcelona","Spain"
"183",1992,"Gold",NA,NA,"Hammer throw","Andrey Abduvaliyev","Unified Team( Tajikistan)","Barcelona","Spain"
"184",1992,"Gold",NA,NA,"Javelin throw","Jan Železný","Czechoslovakia","Barcelona","Spain"
"185",1992,"Gold",8611,NA,"Decathlon","Robert Změlík","Czechoslovakia","Barcelona","Spain"
"186",1988,"Gold",9.92,"WR)","100 metres","Carl Lewis","United States","Seoul","South Korea"
"187",1988,"Gold",19.75,NA,"200 metres","Joe DeLoach","United States","Seoul","South Korea"
"188",1988,"Gold",43.87,NA,"400 metres","Steve Lewis","United States","Seoul","South Korea"
"189",1988,"Gold",NA,NA,"800 metres","Paul Ereng","Kenya","Seoul","South Korea"
"190",1988,"Gold",NA,NA,"1500 metres","Peter Rono","Kenya","Seoul","South Korea"
"191",1988,"Gold",NA,NA,"5000 metres","John Ngugi","Kenya","Seoul","South Korea"
"192",1988,"Gold",NA,"OR)","10,000 metres","Brahim Boutayeb","Morocco","Seoul","South Korea"
"193",1988,"Gold",12.98,NA,"110 metres hurdles","Roger Kingdom","United States","Seoul","South Korea"
"194",1988,"Gold",47.19,NA,"400 metres hurdles","Andre Phillips","United States","Seoul","South Korea"
"195",1988,"Gold",NA,"OR)","3000 metres steeplechase","Julius Kariuki","Kenya","Seoul","South Korea"
"196",1988,"Gold",38.19,NA,"4×100 metres relay","Soviet Union","(URS)Viktor BryzhinVladimir KrylovVladimir MuravyovVitaliy Savin","Seoul","South Korea"
"197",1988,"Gold",NA,NA,"4×400 metres relay","United States","(USA)Danny EverettSteve LewisKevin RobinzineButch ReynoldsAntonio McKay*Andrew Valmon*","Seoul","South Korea"
"198",1988,"Gold",NA,NA,"Marathon","Gelindo Bordin","Italy","Seoul","South Korea"
"199",1988,"Gold",NA,NA,"20 kilometres walk","Jozef Pribilinec","Czechoslovakia","Seoul","South Korea"
"200",1988,"Gold",NA,"OR)","50 kilometres walk","Vyacheslav Ivanenko","Soviet Union","Seoul","South Korea"
"201",1988,"Gold",NA,NA,"High jump","Hennadiy Avdyeyenko","Soviet Union","Seoul","South Korea"
"202",1988,"Gold",NA,NA,"High jump","Hennadiy Avdyeyenko","Soviet Union","Seoul","South Korea"
"203",1988,"Gold",NA,NA,"Pole vault","Sergey Bubka","Soviet Union","Seoul","South Korea"
"204",1988,"Gold",NA,NA,"Long jump","Carl Lewis","United States","Seoul","South Korea"
"205",1988,"Gold",NA,NA,"Triple jump","Khristo Markov","Bulgaria","Seoul","South Korea"
"206",1988,"Gold",NA,"OR)","Shot put","Ulf Timmermann","East Germany","Seoul","South Korea"
"207",1988,"Gold",NA,NA,"Discus throw","Jürgen Schult","East Germany","Seoul","South Korea"
"208",1988,"Gold",NA,"OR)","Hammer throw","Sergey Litvinov","Soviet Union","Seoul","South Korea"
"209",1988,"Gold",NA,NA,"Javelin throw","Tapio Korjus","Finland","Seoul","South Korea"
"210",1988,"Gold",8488,NA,"Decathlon","Christian Schenk","East Germany","Seoul","South Korea"
"211",1984,"Gold",9.99,NA,"100 metres","Carl Lewis","United States","Los Angeles","USA"
"212",1984,"Gold",19.8,NA,"200 metres","Carl Lewis","United States","Los Angeles","USA"
"213",1984,"Gold",44.27,NA,"400 metres","Alonzo Babers","United States","Los Angeles","USA"
"214",1984,"Gold",NA,NA,"800 metres","Joaquim Cruz","Brazil","Los Angeles","USA"
"215",1984,"Gold",NA,NA,"1500 metres","Sebastian Coe","Great Britain","Los Angeles","USA"
"216",1984,"Gold",NA,NA,"5000 metres","Saïd Aouita","Morocco","Los Angeles","USA"
"217",1984,"Gold",NA,NA,"10,000 metres","Alberto Cova","Italy","Los Angeles","USA"
"218",1984,"Gold",13.2,NA,"110 metres hurdles","Roger Kingdom","United States","Los Angeles","USA"
"219",1984,"Gold",47.75,NA,"400 metres hurdles","Edwin Moses","United States","Los Angeles","USA"
"220",1984,"Gold",NA,NA,"3000 metres steeplechase","Julius Korir","Kenya","Los Angeles","USA"
"221",1984,"Gold",37.83,NA,"4×100 metres relay","United States","(USA)Sam GraddyRon BrownCalvin SmithCarl Lewis","Los Angeles","USA"
"222",1984,"Gold",NA,NA,"4×400 metres relay","United States","(USA)Sunder NixRay ArmsteadAlonzo BabersAntonio McKayWalter McCoy*Willie Smith*","Los Angeles","USA"
"223",1984,"Gold",NA,NA,"Marathon","Carlos Lopes","Portugal","Los Angeles","USA"
"224",1984,"Gold",NA,NA,"20 kilometres walk","Ernesto Canto","Mexico","Los Angeles","USA"
"225",1984,"Gold",NA,NA,"50 kilometres walk","Raúl González","Mexico","Los Angeles","USA"
"226",1984,"Gold",NA,NA,"High jump","Dietmar Mögenburg","West Germany","Los Angeles","USA"
"227",1984,"Gold",NA,NA,"Pole vault","Pierre Quinon","France","Los Angeles","USA"
"228",1984,"Gold",NA,NA,"Pole vault","Pierre Quinon","France","Los Angeles","USA"
"229",1984,"Gold",NA,NA,"Long jump","Carl Lewis","United States","Los Angeles","USA"
"230",1984,"Gold",NA,NA,"Triple jump","Al Joyner","United States","Los Angeles","USA"
"231",1984,"Gold",NA,NA,"Shot put","Alessandro Andrei","Italy","Los Angeles","USA"
"232",1984,"Gold",NA,NA,"Discus throw","Rolf Danneberg","West Germany","Los Angeles","USA"
"233",1984,"Gold",NA,NA,"Hammer throw","Juha Tiainen","Finland","Los Angeles","USA"
"234",1984,"Gold",NA,NA,"Javelin throw","Arto Härkönen","Finland","Los Angeles","USA"
"235",1984,"Gold",8798,NA,"Decathlon","Daley Thompson","Great Britain","Los Angeles","USA"
"236",1980,"Gold",10.25,NA,"100 metres","Allan Wells","Great Britain","Moscow","Russia"
"237",1980,"Gold",20.19,NA,"200 metres","Pietro Mennea","Italy","Moscow","Russia"
"238",1980,"Gold",44.6,NA,"400 metres","Viktor Markin","Soviet Union","Moscow","Russia"
"239",1980,"Gold",NA,NA,"800 metres","Steve Ovett","Great Britain","Moscow","Russia"
"240",1980,"Gold",NA,NA,"1500 metres","Sebastian Coe","Great Britain","Moscow","Russia"
"241",1980,"Gold",NA,NA,"5000 metres","Miruts Yifter","Ethiopia","Moscow","Russia"
"242",1980,"Gold",NA,NA,"10,000 metres","Miruts Yifter","Ethiopia","Moscow","Russia"
"243",1980,"Gold",13.39,NA,"110 metres hurdles","Thomas Munkelt","East Germany","Moscow","Russia"
"244",1980,"Gold",48.7,NA,"400 metres hurdles","Volker Beck","East Germany","Moscow","Russia"
"245",1980,"Gold",NA,NA,"3000 metres steeplechase","Bronisław Malinowski","Poland","Moscow","Russia"
"246",1980,"Gold",38.26,NA,"4×100 metres relay","Soviet Union","(URS)Vladimir MuravyovNikolay SidorovAndrey ProkofyevAleksandr Aksinin","Moscow","Russia"
"247",1980,"Gold",NA,NA,"4×400 metres relay","Soviet Union","(URS)Viktor MarkinRemigijus ValiulisMikhail LingeNikolay Chernetskiy","Moscow","Russia"
"248",1980,"Gold",NA,NA,"Marathon","Waldemar Cierpinski","East Germany","Moscow","Russia"
"249",1980,"Gold",NA,NA,"20 kilometres walk","Maurizio Damilano","Italy","Moscow","Russia"
"250",1980,"Gold",NA,NA,"50 kilometres walk","Hartwig Gauder","East Germany","Moscow","Russia"
"251",1980,"Gold",NA,NA,"High jump","Gerd Wessig","East Germany","Moscow","Russia"
"252",1980,"Gold",NA,NA,"Pole vault","Władysław Kozakiewicz","Poland","Moscow","Russia"
"253",1980,"Gold",NA,NA,"Long jump","Lutz Dombrowski","East Germany","Moscow","Russia"
"254",1980,"Gold",NA,NA,"Triple jump","Jaak Uudmäe","Soviet Union","Moscow","Russia"
"255",1980,"Gold",NA,NA,"Shot put","Vladimir Kiselyov","Soviet Union","Moscow","Russia"
"256",1980,"Gold",NA,NA,"Discus throw","Viktor Rashchupkin","Soviet Union","Moscow","Russia"
"257",1980,"Gold",NA,NA,"Hammer throw","Yuriy Sedykh","Soviet Union","Moscow","Russia"
"258",1980,"Gold",NA,NA,"Javelin throw","Dainis Kūla","Soviet Union","Moscow","Russia"
"259",1980,"Gold",8495,NA,"Decathlon","Daley Thompson","Great Britain","Moscow","Russia"
"260",1976,"Gold",10.06,NA,"100 metres","Hasely Crawford","Trinidad and Tobago","Montreal","Canada"
"261",1976,"Gold",20.23,NA,"200 metres","Don Quarrie","Jamaica","Montreal","Canada"
"262",1976,"Gold",44.26,NA,"400 metres","Alberto Juantorena","Cuba","Montreal","Canada"
"263",1976,"Gold",NA,NA,"800 metres","Alberto Juantorena","Cuba","Montreal","Canada"
"264",1976,"Gold",NA,NA,"1500 metres","John Walker","New Zealand","Montreal","Canada"
"265",1976,"Gold",NA,NA,"5000 metres","Lasse Virén","Finland","Montreal","Canada"
"266",1976,"Gold",NA,NA,"10,000 metres","Lasse Virén","Finland","Montreal","Canada"
"267",1976,"Gold",13.3,NA,"110 metres hurdles","Guy Drut","France","Montreal","Canada"
"268",1976,"Gold",47.64,NA,"400 metres hurdles","Edwin Moses","United States","Montreal","Canada"
"269",1976,"Gold",NA,NA,"3000 metres steeplechase","Anders Gärderud","Sweden","Montreal","Canada"
